Common labels: {"component":"loki.source.syslog","protocol":"udp"}
Line limit: "5000 reached, received logs cover 5.54% (6sec) of your selected time range (1min 50sec)"
Total bytes processed: "1.05  MB"
2026-04-07 15:00:47.919	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.919	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.919	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.919	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.919	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.919	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.923	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.923	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.923	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.923	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.923	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.924	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.924	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.924	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.924	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.924	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.930	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.930	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.930	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.930	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.930	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.930	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.930	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.930	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.930	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.930	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.934	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.934	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.934	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.934	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.934	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.934	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.934	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.934	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.934	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.934	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.943	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.943	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.943	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.943	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.943	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.943	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.943	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.943	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.943	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.943	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.945	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.946	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.946	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.946	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.946	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.946	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.946	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.946	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.946	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.946	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe

2026-04-07 15:00:47.950	||080F0410|Trace error|||||web.identitymanager|jlogger.go|jlogger.(*JLoggerImpl).TraceError|179|Server validation: Failed to write WLS_CMD_VALIDATE response: write unixpacket /var/snap/rexroth-deviceadmin/5848/auth-service/token-validation.sock->@: write: broken pipe
